Sensor,Date,Variance,value
PM4-60,2021-07-21,Daily variance,0.0724000000000009
PM4-60,2021-07-22,Daily variance,0.037225000000000265
PM4-60,2021-07-23,Daily variance,0.15212909090909119
PM4-60,2021-07-24,Daily variance,0.08425833333333321
PM4-60,2021-07-25,Daily variance,0.06982192982456202
PM4-60,2021-07-26,Daily variance,0.11877035714285777
PM4-60,2021-07-27,Daily variance,0.1763302536231879
PM4-60,2021-07-28,Daily variance,0.2348195199275365
PM4-60,2021-07-29,Daily variance,0.18731698369565172
PM4-60,2021-07-30,Daily variance,0.1223362318840576
PM4-60,2021-07-31,Daily variance,0.09353188405797047
PM4-60,2021-08-01,Daily variance,0.12495144801731077
PM4-60,2021-08-02,Daily variance,0.22439092190016177
PM4-60,2021-08-03,Daily variance,0.18676331395933907
PM4-60,2021-08-04,Daily variance,0.2597057165861505
PM4-60,2021-08-05,Daily variance,0.22809089673913036
PM4-60,2021-08-06,Daily variance,0.22160652173913073
PM4-60,2021-08-07,Daily variance,0.16636734601449232
PM4-60,2021-08-08,Daily variance,0.13459166666666667
PM4-60,2021-08-09,Daily variance,0.1861901515151512
PM4-60,2021-08-10,Daily variance,0.16386190476190418
PM4-60,2021-08-11,Daily variance,0.3276566666666684
PM4-60,2021-08-12,Daily variance,0.16249166666666737
PM4-60,2021-08-15,Daily variance,0.29089666666666764
PM4-60,2021-08-16,Daily variance,0.20882777777777828
PM4-60,2021-08-17,Daily variance,0.2947090909090914
PM4-60,2021-08-18,Daily variance,0.2605996732026146
PM4-60,2021-08-19,Daily variance,0.31273840579710105
PM4-60,2021-08-20,Daily variance,0.33130321557971004
PM4-60,2021-08-21,Daily variance,0.26348147644927605
PM4-60,2021-08-22,Daily variance,0.390180389492753
PM4-60,2021-08-23,Daily variance,0.31536576086956414
PM4-60,2021-08-24,Daily variance,0.2977302536231877
PM4-60,2021-08-25,Daily variance,0.3625336503623186
PM4-60,2021-08-26,Daily variance,0.37668147644927785
PM4-60,2021-08-27,Daily variance,0.20642604166666648
PM4-60,2021-08-28,Daily variance,0.4000585144927542
PM4-60,2021-08-29,Daily variance,0.23437608695652232
PM4-60,2021-08-30,Daily variance,0.3618269613023346
PM4-60,2021-08-31,Daily variance,0.28073220108695657
PM4-60,2021-09-01,Daily variance,0.29742318840579623
PM4-60,2021-09-02,Daily variance,0.30223980978260884
PM4-60,2021-09-03,Daily variance,0.0422063636363639
PM5-60,2021-06-28,Daily variance,24.85958765644079
PM5-60,2021-06-29,Daily variance,0.4243760341510314
PM5-60,2021-07-01,Daily variance,1.840296123321126
PM5-60,2021-07-02,Daily variance,1.2192724436392886
PM5-60,2021-07-03,Daily variance,1.4521592680656226
PM5-60,2021-07-04,Daily variance,1.1829816714472594
PM5-60,2021-07-05,Daily variance,16.89256083811394
PM5-60,2021-07-06,Daily variance,1.940645289855074
PM5-60,2021-07-07,Daily variance,1.5726332528180387
PM5-60,2021-07-08,Daily variance,1.664388083735914
PM5-60,2021-07-09,Daily variance,2.0314780784520923
PM5-60,2021-07-10,Daily variance,19.522887857286666
PM5-60,2021-07-11,Daily variance,9.462511230625996
PM5-60,2021-07-12,Daily variance,4.647970752818041
PM5-60,2021-07-13,Daily variance,2.079763204508857
PM5-60,2021-07-14,Daily variance,1.6856979959239138
PM5-60,2021-07-15,Daily variance,1.7903676215277768
PM5-60,2021-07-16,Daily variance,1.8025497270028155
PM5-60,2021-07-17,Daily variance,2.2224181448772127
PM5-60,2021-07-18,Daily variance,29.227118004629627
PM5-60,2021-07-19,Daily variance,13.499278723832523
PM5-60,2021-07-20,Daily variance,2.1206289855072478
PM5-60,2021-07-21,Daily variance,1.0413233381139302
PM5-60,2021-07-22,Daily variance,1.4294973014794674
PM5-60,2021-07-23,Daily variance,0.914338404539049
PM5-60,2021-07-24,Daily variance,17.436281751962568
PM5-60,2021-07-25,Daily variance,0.7146662427032989
PM5-60,2021-07-26,Daily variance,1.4108618040524246
PM5-60,2021-07-27,Daily variance,0.5942231431159398
PM5-60,2021-07-28,Daily variance,64.93653251685791
PM5-60,2021-07-29,Daily variance,1.4981160426731084
PM5-60,2021-07-30,Daily variance,1.0008156551932372
PM5-60,2021-07-31,Daily variance,1.6245741533313258
PM5-60,2021-08-01,Daily variance,36.13889788647343
PM5-60,2021-08-02,Daily variance,5.357749394877212
PM5-60,2021-08-03,Daily variance,0.5956513234702105
PM5-60,2021-08-04,Daily variance,0.8079288597020934
PM5-60,2021-08-05,Daily variance,0.669185475795089
PM5-60,2021-08-06,Daily variance,0.7869048258856692
PM5-60,2021-08-07,Daily variance,0.7330898349436382
PM5-60,2021-08-08,Daily variance,1.1520938204508808
PM5-60,2021-08-09,Daily variance,47.35597932769726
PM5-60,2021-08-10,Daily variance,0.8231938896437238
PM5-60,2021-08-11,Daily variance,0.8195971769323644
PM5-60,2021-08-12,Daily variance,0.5378422994665862
PM5-60,2021-08-13,Daily variance,0.8807223719303553
PM5-60,2021-08-14,Daily variance,0.9832683763586922
PM5-60,2021-08-15,Daily variance,2.0353949564714164
PM5-60,2021-08-16,Daily variance,1.1848939111292651
PM5-60,2021-08-19,Daily variance,0.1837569320436507
PM5-60,2021-08-20,Daily variance,21.4514019927536
PM5-60,2021-08-21,Daily variance,1.3938856252744853
PM5-60,2021-08-22,Daily variance,23.894014390851453
PM5-60,2021-08-23,Daily variance,1.064710264442428
PM5-60,2021-08-24,Daily variance,5.446990016103059
PM5-60,2021-08-25,Daily variance,2.1350066311896136
PM5-60,2021-08-26,Daily variance,1.2262584692029
PM5-60,2021-08-27,Daily variance,0.9133834943639315
PM5-60,2021-08-28,Daily variance,0.8210866344605477
PM5-60,2021-08-29,Daily variance,0.7709361664653775
PM5-60,2021-08-30,Daily variance,0.694916212510065
PM5-60,2021-08-31,Daily variance,77.3457290007548
PM5-60,2021-09-01,Daily variance,6.716532999949671
PM5-60,2021-09-02,Daily variance,2.121489360658213
PM5-60,2021-09-03,Daily variance,0.010841856060606643
PM6-60,2021-06-28,Daily variance,0.32376428571429267
PM6-60,2021-06-29,Daily variance,0.18355481078904734
PM6-60,2021-06-30,Daily variance,0.023320000000001645
PM6-60,2021-07-01,Daily variance,0.2732651289682558
PM6-60,2021-07-02,Daily variance,0.10475575558575019
PM6-60,2021-07-03,Daily variance,0.12767535728663626
PM6-60,2021-07-04,Daily variance,0.174358509460546
PM6-60,2021-07-05,Daily variance,0.9349594794182691
PM6-60,2021-07-06,Daily variance,0.3105308121980695
PM6-60,2021-07-07,Daily variance,0.3055525966183592
PM6-60,2021-07-08,Daily variance,0.3326743307165842
PM6-60,2021-07-09,Daily variance,0.3044215869061995
PM6-60,2021-07-10,Daily variance,0.4088569847020987
PM6-60,2021-07-11,Daily variance,0.180068406551934
PM6-60,2021-07-12,Daily variance,0.5935649154589425
PM6-60,2021-07-13,Daily variance,0.6226255724134434
PM6-60,2021-07-14,Daily variance,0.6362335899758447
PM6-60,2021-07-15,Daily variance,1.4160451489532975
PM6-60,2021-07-16,Daily variance,0.5793388838566796
PM6-60,2021-07-17,Daily variance,1.3815265889190846
PM6-60,2021-07-18,Daily variance,1.5890064902878365
PM6-60,2021-07-19,Daily variance,1.584932367149749
PM6-60,2021-07-20,Daily variance,1.144773549466581
PM6-60,2021-07-21,Daily variance,1.293126236664656
PM6-60,2021-07-22,Daily variance,1.3189426731078924
PM6-60,2021-07-23,Daily variance,1.2122874886775359
PM6-60,2021-07-24,Daily variance,0.8637906086453262
PM6-60,2021-07-25,Daily variance,1.1465704257246407
PM6-60,2021-07-26,Daily variance,0.9474303606719364
PM6-60,2021-07-27,Daily variance,1.5532876094504857
PM6-60,2021-07-28,Daily variance,1.508246069847021
PM6-60,2021-07-29,Daily variance,1.3874729355374404
PM6-60,2021-07-30,Daily variance,1.2857785628019287
PM6-60,2021-07-31,Daily variance,1.4341725241545868
PM6-60,2021-08-01,Daily variance,2.0799074866646503
PM6-60,2021-08-02,Daily variance,2.830891103059582
PM6-60,2021-08-03,Daily variance,2.28016358192431
PM6-60,2021-08-04,Daily variance,2.9848667673107885
PM6-60,2021-08-05,Daily variance,3.284092571205719
PM6-60,2021-08-06,Daily variance,2.8980570337660967
PM6-60,2021-08-07,Daily variance,3.0369385064412264
PM6-60,2021-08-08,Daily variance,2.3729793313570515
PM6-60,2021-08-09,Daily variance,2.7638147141706892
PM6-60,2021-08-10,Daily variance,2.933761653331318
PM6-60,2021-08-11,Daily variance,2.407940095360298
PM6-60,2021-08-12,Daily variance,2.465626598983489
PM6-60,2021-08-13,Daily variance,3.5088310386473456
PM6-60,2021-08-14,Daily variance,2.6161683159722213
PM6-60,2021-08-15,Daily variance,2.4820118042975015
PM6-60,2021-08-16,Daily variance,2.600541685537435
PM6-60,2021-08-17,Daily variance,3.48149146537842
PM6-60,2021-08-18,Daily variance,2.884206818639287
PM6-60,2021-08-19,Daily variance,3.1351281551932417
PM6-60,2021-08-20,Daily variance,2.6281745458433967
PM6-60,2021-08-21,Daily variance,2.245982427536234
PM6-60,2021-08-22,Daily variance,2.3111897934279333
PM6-60,2021-08-23,Daily variance,2.4795646122685167
PM6-60,2021-08-24,Daily variance,2.0501689500301894
PM6-60,2021-08-25,Daily variance,2.895080936745164
PM6-60,2021-08-26,Daily variance,2.9013921988224656
PM6-60,2021-08-27,Daily variance,2.4078714371980654
PM6-60,2021-08-28,Daily variance,3.5747933562298675
PM6-60,2021-08-29,Daily variance,2.584224939613523
PM6-60,2021-08-30,Daily variance,3.0637163597021018
PM6-60,2021-08-31,Daily variance,2.3872624798711777
PM6-60,2021-09-01,Daily variance,2.835561392914652
PM6-60,2021-09-02,Daily variance,3.453158966133259
PM6-60,2021-09-03,Daily variance,0.09745608796296275
PM7-60,2021-06-29,Daily variance,11.99171324786325
PM7-60,2021-06-30,Daily variance,0.07576026785714204
PM7-60,2021-07-01,Daily variance,3.1810991643773017
PM7-60,2021-07-02,Daily variance,2.4225869716183563
PM7-60,2021-07-03,Daily variance,2.486934348580918
PM7-60,2021-07-04,Daily variance,2.3872798900462904
PM7-60,2021-07-05,Daily variance,2.6110152324879214
PM7-60,2021-07-06,Daily variance,2.40251152249396
PM7-60,2021-07-07,Daily variance,1.05258123867754
PM7-60,2021-07-08,Daily variance,2.1818475191223823
PM7-60,2021-07-09,Daily variance,2.6937928743961383
PM7-60,2021-07-10,Daily variance,2.3800834226549883
PM7-60,2021-07-11,Daily variance,0.6432092340982285
PM7-60,2021-07-12,Daily variance,0.8916005422202106
PM7-60,2021-07-13,Daily variance,2.245063300120771
PM7-60,2021-07-14,Daily variance,2.7962845699979852
PM7-60,2021-07-15,Daily variance,2.9292992439110286
PM7-60,2021-07-16,Daily variance,2.445429946658617
PM7-60,2021-07-17,Daily variance,2.3410228210547497
PM7-60,2021-07-18,Daily variance,2.4619439412238364
PM7-60,2021-07-19,Daily variance,2.5952323256340577
PM7-60,2021-07-20,Daily variance,1.9786373175825276
PM7-60,2021-07-21,Daily variance,2.273593829257244
PM7-60,2021-07-22,Daily variance,2.068146667421501
PM7-60,2021-07-23,Daily variance,1.6163330867552348
PM7-60,2021-07-24,Daily variance,1.510236292270531
PM7-60,2021-07-25,Daily variance,2.0816775915861556
PM7-60,2021-07-26,Daily variance,1.3832178853754926
PM7-60,2021-07-27,Daily variance,1.9629200772443658
PM7-60,2021-07-28,Daily variance,2.70523061090982
PM7-60,2021-07-29,Daily variance,1.9671510856984706
PM7-60,2021-07-30,Daily variance,1.9779893707226233
PM7-60,2021-07-31,Daily variance,1.6420059732286614
PM7-60,2021-08-01,Daily variance,2.256594243156202
PM7-60,2021-08-02,Daily variance,2.5091343586453294
PM7-60,2021-08-03,Daily variance,2.048543356229868
PM7-60,2021-08-04,Daily variance,2.4183227455716616
PM7-60,2021-08-05,Daily variance,2.3503057920692463
PM7-60,2021-08-06,Daily variance,2.5091659407709335
PM7-60,2021-08-07,Daily variance,0.653353491092994
PM7-60,2021-08-08,Daily variance,1.9869302673473883
PM7-60,2021-08-09,Daily variance,1.7634213151670712
PM7-60,2021-08-10,Daily variance,2.0393625490640104
PM7-60,2021-08-11,Daily variance,2.213486371527777
PM7-60,2021-08-12,Daily variance,2.090814722977054
PM7-60,2021-08-13,Daily variance,2.5276322413446066
PM7-60,2021-08-14,Daily variance,2.1018636460849427
PM7-60,2021-08-15,Daily variance,2.1750166012479872
PM7-60,2021-08-16,Daily variance,2.1410134611513705
PM7-60,2021-08-17,Daily variance,2.6413489885265715
PM7-60,2021-08-18,Daily variance,2.344190091586149
PM7-60,2021-08-19,Daily variance,2.020619077093399
PM7-60,2021-08-20,Daily variance,1.6552902765197266
PM7-60,2021-08-21,Daily variance,1.765503482286635
PM7-60,2021-08-22,Daily variance,2.0342915006038664
PM7-60,2021-08-23,Daily variance,1.8803057998462902
PM7-60,2021-08-24,Daily variance,1.1009212962962958
PM7-60,2021-08-25,Daily variance,1.8308554498792262
PM7-60,2021-08-26,Daily variance,1.9393353663446047
PM7-60,2021-08-27,Daily variance,1.21900712057166
PM7-60,2021-08-28,Daily variance,2.4589729456018508
PM7-60,2021-08-29,Daily variance,0.8644171900161032
PM7-60,2021-08-30,Daily variance,1.8196659822866332
PM7-60,2021-08-31,Daily variance,1.4062943790257654
PM7-60,2021-09-01,Daily variance,2.2574876396437182
PM7-60,2021-09-02,Daily variance,2.053726524758454
PM7-60,2021-09-03,Daily variance,0.5415158712121202
PM8-60,2021-06-29,Daily variance,12.66982662037037
PM8-60,2021-07-01,Daily variance,1.3055780563186816
PM8-60,2021-07-02,Daily variance,26.77599441138285
PM8-60,2021-07-03,Daily variance,1.4321957414955713
PM8-60,2021-07-04,Daily variance,0.8065079294987877
PM8-60,2021-07-05,Daily variance,0.8555112507548266
PM8-60,2021-07-06,Daily variance,0.992205826036634
PM8-60,2021-07-07,Daily variance,1.1848812688707704
PM8-60,2021-07-08,Daily variance,0.6458257535728614
PM8-60,2021-07-09,Daily variance,0.5750066827697256
PM8-60,2021-07-10,Daily variance,135.32014989809784
PM8-60,2021-07-11,Daily variance,3.250161045692432
PM8-60,2021-07-12,Daily variance,2.0303227002818045
PM8-60,2021-07-13,Daily variance,0.3222185877113512
PM8-60,2021-07-14,Daily variance,1.0857100832830109
PM8-60,2021-07-15,Daily variance,0.9590846907709324
PM8-60,2021-07-16,Daily variance,0.5843797088868744
PM8-60,2021-07-17,Daily variance,0.5516098832528179
PM8-60,2021-07-18,Daily variance,0.6631174466586176
PM8-60,2021-07-19,Daily variance,134.46296597096415
PM8-60,2021-07-20,Daily variance,1.651182698017312
PM8-60,2021-07-21,Daily variance,1.887455917874397
PM8-60,2021-07-22,Daily variance,2.6258556951992795
PM8-60,2021-07-23,Daily variance,128.30758743458134
PM8-60,2021-07-24,Daily variance,2.752741344605474
PM8-60,2021-07-25,Daily variance,1.5950349184782622
PM8-60,2021-07-26,Daily variance,1.9751236248353046
PM8-60,2021-07-27,Daily variance,91.38226539351848
PM8-60,2021-07-28,Daily variance,2.4377814412238274
PM8-60,2021-07-29,Daily variance,1.7377067783816427
PM8-60,2021-07-30,Daily variance,1.8352276255535431
PM8-60,2021-07-31,Daily variance,78.4017676127214
PM8-60,2021-08-01,Daily variance,3.2028850241545883
PM8-60,2021-08-02,Daily variance,0.8350277362620784
PM8-60,2021-08-03,Daily variance,1.6073411835748843
PM8-60,2021-08-04,Daily variance,64.61822641782405
PM8-60,2021-08-05,Daily variance,1.760496839774553
PM8-60,2021-08-06,Daily variance,1.0587829861111087
PM8-60,2021-08-07,Daily variance,1.2057828301127216
PM8-60,2021-08-08,Daily variance,1.2206080094422473
PM8-60,2021-08-09,Daily variance,0.6144675410124806
PM8-60,2021-08-10,Daily variance,115.89299968714771
PM8-60,2021-08-11,Daily variance,2.416836896135261
PM8-60,2021-08-12,Daily variance,19.391422780797118
PM8-60,2021-08-13,Daily variance,1.6783011158917
PM8-60,2021-08-14,Daily variance,2.3362028784219007
PM8-60,2021-08-15,Daily variance,2.2105500553542607
PM8-60,2021-08-16,Daily variance,91.13879218714774
PM8-60,2021-08-17,Daily variance,2.496005393266907
PM8-60,2021-08-18,Daily variance,1.6951312349033816
PM8-60,2021-08-19,Daily variance,1.4902564160628038
PM8-60,2021-08-20,Daily variance,0.9093774142008876
PM8-60,2021-08-21,Daily variance,0.34692716888083847
PM8-60,2021-08-22,Daily variance,90.55279456521743
PM8-60,2021-08-23,Daily variance,1.6956908199979857
PM8-60,2021-08-24,Daily variance,1.8618418767612679
PM8-60,2021-08-25,Daily variance,2.106720410628021
PM8-60,2021-08-26,Daily variance,0.9646905180656199
PM8-60,2021-08-27,Daily variance,0.8154609098228657
PM8-60,2021-08-28,Daily variance,153.59215087016904
PM8-60,2021-08-29,Daily variance,2.119918639291467
PM8-60,2021-08-30,Daily variance,0.843113541666665
PM8-60,2021-08-31,Daily variance,28.837530671447258
PM8-60,2021-09-01,Daily variance,1.423253094806763
PM8-60,2021-09-02,Daily variance,0.6504178127516083
PM8-60,2021-09-03,Daily variance,0.10880976080246968
PM9-60,2021-07-06,Daily variance,0.7904492582070706
PM9-60,2021-07-07,Daily variance,0.5751697149255218
PM9-60,2021-07-08,Daily variance,3.356096316425117
PM9-60,2021-07-09,Daily variance,0.8499334490740743
PM9-60,2021-07-10,Daily variance,3.9719877365136873
PM9-60,2021-07-11,Daily variance,0.44376499471618247
PM9-60,2021-07-12,Daily variance,4.2975082125603725
PM9-60,2021-07-13,Daily variance,0.7546669572765715
PM9-60,2021-07-14,Daily variance,7.148201176278178
PM9-60,2021-07-15,Daily variance,2.386444161382856
PM9-60,2021-07-16,Daily variance,0.8345437600644151
PM9-60,2021-07-17,Daily variance,2.731424255233493
PM9-60,2021-07-18,Daily variance,20.733627398500396
PM9-60,2021-07-19,Daily variance,1.5558281589673961
PM9-60,2021-07-20,Daily variance,18.80201500478058
PM9-60,2021-07-21,Daily variance,1.21142729468599
PM9-60,2021-07-22,Daily variance,2.415887902576484
PM9-60,2021-07-23,Daily variance,33.39766470284824
PM9-60,2021-07-24,Daily variance,2.181711896135272
PM9-60,2021-07-25,Daily variance,3.2772118848128033
PM9-60,2021-07-26,Daily variance,1.7084450510540146
PM9-60,2021-07-27,Daily variance,72.57632359978864
PM9-60,2021-07-28,Daily variance,2.4340866231380853
PM9-60,2021-07-29,Daily variance,3.8454164137983087
PM9-60,2021-07-30,Daily variance,41.4210616400966
PM9-60,2021-07-31,Daily variance,2.311352051882046
PM9-60,2021-08-01,Daily variance,2.5688692620269795
PM9-60,2021-08-02,Daily variance,1.0063764782105473
PM9-60,2021-08-03,Daily variance,0.7011062084842988
PM9-60,2021-08-04,Daily variance,0.5567339963264896
PM9-60,2021-08-05,Daily variance,0.5230289439915431
PM9-60,2021-08-06,Daily variance,66.5940890905294
PM9-60,2021-08-07,Daily variance,0.5401813405797103
PM9-60,2021-08-08,Daily variance,1.607631675450159
PM9-60,2021-08-09,Daily variance,0.9627368344907407
PM9-60,2021-08-10,Daily variance,0.4760565808675532
PM9-60,2021-08-11,Daily variance,0.48277652853260694
PM9-60,2021-08-12,Daily variance,0.4260869649255229
PM9-60,2021-08-13,Daily variance,124.47075283690613
PM9-60,2021-08-14,Daily variance,3.965809656803542
PM9-60,2021-08-15,Daily variance,3.562498700432763
PM9-60,2021-08-16,Daily variance,69.44626231758255
PM9-60,2021-08-17,Daily variance,2.1889018115942065
PM9-60,2021-08-18,Daily variance,3.31950831320451
PM9-60,2021-08-19,Daily variance,1.7521815506743152
PM9-60,2021-08-20,Daily variance,0.7234858041465387
PM9-60,2021-08-21,Daily variance,0.31101518594001654
PM9-60,2021-08-22,Daily variance,0.30895911332528364
PM9-60,2021-08-23,Daily variance,0.4015885064412254
PM9-60,2021-08-24,Daily variance,0.41405676202697217
PM9-60,2021-08-25,Daily variance,221.154587504378
